Seq.No,School_Name,School Address,Full Address,Province,province_weblink,District,Zone,Education Division,School Level,Type,Year Span,Gender,Medium,latitude,longitude
87,KANDY MAHAMAYA GIRLS COLLEGE,KANDY,"KANDY MAHAMAYA GIRLS COLLEGE, KANDY, Sri Lanka",Central,https://cpedu.lk/,Kandy,Kandy,Gangawata Korale,National,1AB,4.Grd 1-13,2.Girls,Sinhala/English,7.287034,80.647347
88,KANDY GIRL'S HIGH SCHOOL,KANDY,"KANDY GIRL'S HIGH SCHOOL, KANDY, Sri Lanka",Central,https://cpedu.lk/,Kandy,Kandy,Gangawata Korale,National,1AB,4.Grd 1-13,2.Girls,Sinhala/Tamil/English,7.286601,80.626673
89,KANDY BADI-DU-DIN MAHMUD GIRLS' COLLEGE,"D.S.SENANAYAKA VEEDIYA, KANDY","KANDY BADI-DU-DIN MAHMUD GIRLS' COLLEGE, D.S.SENANAYAKA VEEDIYA, KANDY, Sri Lanka",Central,https://cpedu.lk/,Kandy,Kandy,Gangawata Korale,National,1AB,4.Grd 1-13,2.Girls,Sinhala/Tamil/English,7.3010929,80.6363435
90,KATUGASTOTA SRI RAHULA COLLEGE,KATUGASTOTA,"KATUGASTOTA SRI RAHULA COLLEGE, KATUGASTOTA, Sri Lanka",Central,https://cpedu.lk/,Kandy,Kandy,Gangawata Korale,National,1AB,4.Grd 1-13,3.Mixed,Sinhala/English,7.3266492,80.6242383
91,KANDY PUSHPADANA GIRLS' COLLEGE,KANDY,"KANDY PUSHPADANA GIRLS' COLLEGE, KANDY, Sri Lanka",Central,https://cpedu.lk/,Kandy,Kandy,Gangawata Korale,National,1AB,6.Grd 6-13,2.Girls,Sinhala/English,7.2900867,80.6330233
92,BOPITIYA RAJASINGHE N.S.,"POTHGODA, MARASSANA","BOPITIYA RAJASINGHE N.S., POTHGODA, MARASSANA, Sri Lanka",Central,https://cpedu.lk/,Kandy,Kandy,Pathahewaheta,National,1C,4.Grd 1-13,3.Mixed,Sinhala,7.2215341,80.7353361
93,MARASSANA N.S.,"MERUPPA, MARASSANA","MARASSANA N.S., MERUPPA, MARASSANA, Sri Lanka",Central,https://cpedu.lk/,Kandy,Kandy,Pathahewaheta,National,1C,6.Grd 6-13,3.Mixed,Sinhala/English,7.2215341,80.7353361
94,ALAWATHUGODA M.M.V,ALAWATHUGODA,"ALAWATHUGODA M.M.V, ALAWATHUGODA, Sri Lanka",Central,https://cpedu.lk/,Kandy,Katugastota,Akurana,National,1AB,6.Grd 6-13,3.Mixed,Sinhala/English,7.4094772,80.6095548
95,AKURANA AZHAR CENTRAL COLLEGE,AKURANA,"AKURANA AZHAR CENTRAL COLLEGE, AKURANA, Sri Lanka",Central,https://cpedu.lk/,Kandy,Katugastota,Akurana,National,1AB,6.Grd 6-13,3.Mixed,Tamil/English,7.3650014,80.6186336
96,AKURANA ZAHIRA MUS.M.M.V.,"BULUGAHATHENNA, AKURANA","AKURANA ZAHIRA MUS.M.M.V., BULUGAHATHENNA, AKURANA, Sri Lanka",Central,https://cpedu.lk/,Kandy,Katugastota,Akurana,National,1C,6.Grd 6-13,3.Mixed,Tamil/English,7.3705103,80.6127684
97,GALAGEDARA M.M.V.,GALAGEDARA,"GALAGEDARA M.M.V., GALAGEDARA, Sri Lanka",Central,https://cpedu.lk/,Kandy,Katugastota,Galagedara,National,1AB,6.Grd 6-13,3.Mixed,Sinhala/English,7.37586,80.5196774
98,GALAGEDARA SUJATHA BALIKA.M.M.V.,GALAGEDARA,"GALAGEDARA SUJATHA BALIKA.M.M.V., GALAGEDARA, Sri Lanka",Central,https://cpedu.lk/,Kandy,Katugastota,Galagedara,National,1C,4.Grd 1-13,2.Girls,Sinhala,7.37586,80.5196774
99,NUGAWELA.M.M.V.,NUGAWELA,"NUGAWELA.M.M.V., NUGAWELA, Sri Lanka",Central,https://cpedu.lk/,Kandy,Katugastota,Harispattuwa,National,1AB,6.Grd 6-13,3.Mixed,Sinhala/English,7.3285504,80.5874847
100,HATHARALIYADDA M. M. V.,HATHARALIYADDA,"HATHARALIYADDA M. M. V., HATHARALIYADDA, Sri Lanka",Central,https://cpedu.lk/,Kandy,Katugastota,Hatharaliyadda,National,1AB,6.Grd 6-13,3.Mixed,Sinhala/English,7.3350987,80.4710553
101,POOJAPITIYA M.M.V.,POOJAPITIYA,"POOJAPITIYA M.M.V., POOJAPITIYA, Sri Lanka",Central,https://cpedu.lk/,Kandy,Katugastota,Poojapitiya,National,1AB,6.Grd 6-13,3.Mixed,Sinhala/English,7.3777383,80.5872872
102,ANKUMBURA PARAKRAMA M. M. V.,ANKUMBURA,"ANKUMBURA PARAKRAMA M. M. V., ANKUMBURA, Sri Lanka",Central,https://cpedu.lk/,Kandy,Katugastota,Poojapitiya,National,1C,6.Grd 6-13,3.Mixed,Sinhala,7.43333,80.56667
103,AL-MANAR MUS.M.V.,GALHINNA,"AL-MANAR MUS.M.V., GALHINNA, Sri Lanka",Central,https://cpedu.lk/,Kandy,Katugastota,Poojapitiya,National,1C,6.Grd 6-13,3.Mixed,Tamil,7.4182658,80.5590224
104,TELDENIYA NATIONAL SCHOOL,TELDENIYA,"TELDENIYA NATIONAL SCHOOL, TELDENIYA, Sri Lanka",Central,https://cpedu.lk/,Kandy,Teldeniya,Medadumbara,National,1AB,6.Grd 6-13,3.Mixed,Sinhala/English,7.29694,80.76861
105,AMUPITIYA N.S.,UDISPATHTHUWA,"AMUPITIYA N.S., UDISPATHTHUWA, Sri Lanka",Central,https://cpedu.lk/,Kandy,Teldeniya,Medadumbara,National,1C,4.Grd 1-13,3.Mixed,Sinhala,7.3118273,80.7798645
106,HASALAKA RANASINGHE PREMADASA NATIONAL SCHOOL,HASALAKA,"HASALAKA RANASINGHE PREMADASA NATIONAL SCHOOL, HASALAKA, Sri Lanka",Central,https://cpedu.lk/,Kandy,Teldeniya,Minipe,National,1AB,6.Grd 6-13,3.Mixed,Sinhala/English,7.3676557,80.9656176
107,DIGANA RAJAWELLA HINDU N.C.,"RAJAWELLA, DIGANA","DIGANA RAJAWELLA HINDU N.C., RAJAWELLA, DIGANA, Sri Lanka",Central,https://cpedu.lk/,Kandy,Wathegama,Kundasale,National,1AB,4.Grd 1-13,3.Mixed,Tamil/English,7.8243358,80.2651309
108,S.W.R.D.BANDARANAYAKE N.S.,"WARAPITIYA, KUNDASALE","S.W.R.D.BANDARANAYAKE N.S., WARAPITIYA, KUNDASALE, Sri Lanka",Central,https://cpedu.lk/,Kandy,Wathegama,Kundasale,National,1AB,6.Grd 6-13,3.Mixed,Sinhala/English,7.2814297,80.684766
109,MADAWALA MADINA N S,MADAWALA BAZAAR,"MADAWALA MADINA N S, MADAWALA BAZAAR, Sri Lanka",Central,https://cpedu.lk/,Kandy,Wathegama,Pathadumbara,National,1AB,6.Grd 6-13,3.Mixed,Tamil/English,7.6128031,80.6515495
110,RANGIRI DAMBULLA CENTRAL COLLEGE,"NISSANKA MAWATHA, DAMBULLA","RANGIRI DAMBULLA CENTRAL COLLEGE, NISSANKA MAWATHA, DAMBULLA, Sri Lanka",Central,https://cpedu.lk/,Matale,Galewela,Dambulla,National,1AB,6.Grd 6-13,3.Mixed,Sinhala/English,7.8627427,80.6513342
111,AKURAMBODA WEERA KEPPETIPOLA NATIONAL SCHOOL,AKURAMBODA,"AKURAMBODA WEERA KEPPETIPOLA NATIONAL SCHOOL, AKURAMBODA, Sri Lanka",Central,https://cpedu.lk/,Matale,Galewela,Pallepola,National,1AB,6.Grd 6-13,3.Mixed,Sinhala,7.6465857,80.6020681
112,MATALE ZAHIRA COLLEGE,MATALE,"MATALE ZAHIRA COLLEGE, MATALE, Sri Lanka",Central,https://cpedu.lk/,Matale,Matale,Matale,National,1AB,4.Grd 1-13,1.Boys,Tamil/English,7.4682952,80.623818
113,MATALE HINDU NATIONAL SCHOOL,MATALE,"MATALE HINDU NATIONAL SCHOOL, MATALE, Sri Lanka",Central,https://cpedu.lk/,Matale,Matale,Matale,National,1AB,4.Grd 1-13,1.Boys,Tamil/English,7.4682952,80.623818
114,MATALE SRI SANGAMITHTHA BALIKA NATIONAL SCHOOL,HULANGAMUWA ROAD MATALE,"MATALE SRI SANGAMITHTHA BALIKA NATIONAL SCHOOL, HULANGAMUWA ROAD MATALE, Sri Lanka",Central,https://cpedu.lk/,Matale,Matale,Matale,National,1AB,4.Grd 1-13,2.Girls,Sinhala/English,7.4682952,80.623818
115,MATALE AMINA NATIONAL SCHOOL,"MOLANDAPITIYA RD, MATALE","MATALE AMINA NATIONAL SCHOOL, MOLANDAPITIYA RD, MATALE, Sri Lanka",Central,https://cpedu.lk/,Matale,Matale,Matale,National,1AB,4.Grd 1-13,2.Girls,Tamil/English,7.4682952,80.623818
116,AKURAMBODA MATALE PAKKIYAM NATIONAL COLLEGE,"DHRAMAPALA MAWATHA, MATALE","AKURAMBODA MATALE PAKKIYAM NATIONAL COLLEGE, DHRAMAPALA MAWATHA, MATALE, Sri Lanka",Central,https://cpedu.lk/,Matale,Matale,Matale,National,1AB,4.Grd 1-13,2.Girls,Tamil/English,7.6465857,80.6020681
117,MATALE VIJAYA NATIONAL SCHOOL,MATALE,"MATALE VIJAYA NATIONAL SCHOOL, MATALE, Sri Lanka",Central,https://cpedu.lk/,Matale,Matale,Matale,National,1AB,4.Grd 1-13,3.Mixed,Sinhala/English,7.4682952,80.623818
118,MATALE CHRIST CHURCH COLLEGE,MATALE,"MATALE CHRIST CHURCH COLLEGE, MATALE, Sri Lanka",Central,https://cpedu.lk/,Matale,Matale,Matale,National,1AB,4.Grd 1-13,3.Mixed,Sinhala/English,7.4682952,80.623818
119,MATALE ST. THOMAS COLLEGE,MATALE,"MATALE ST. THOMAS COLLEGE, MATALE, Sri Lanka",Central,https://cpedu.lk/,Matale,Matale,Matale,National,1AB,6.Grd 6-13,1.Boys,Sinhala/English,7.4682952,80.623818
120,UKUWELA AJMEER NATIONAL SCHOOL,"ELKADUWA, UKUWELA","UKUWELA AJMEER NATIONAL SCHOOL, ELKADUWA, UKUWELA, Sri Lanka",Central,https://cpedu.lk/,Matale,Matale,Ukuwela,National,1AB,6.Grd 6-13,3.Mixed,Tamil,7.4159803,80.68417
121,NAULA SRI NAGA NATIONAL SCHOOL,NAULA,"NAULA SRI NAGA NATIONAL SCHOOL, NAULA, Sri Lanka",Central,https://cpedu.lk/,Matale,Naula,Naula,National,1AB,6.Grd 6-13,3.Mixed,Sinhala/English,7.706932,80.6537749
122,PORAMADULLA CENTRAL COLLEGE,RIKILLAGASKADA,"PORAMADULLA CENTRAL COLLEGE, RIKILLAGASKADA, Sri Lanka",Central,https://cpedu.lk/,Nuwara Eliya,Hanguranketha,Udahewaheta,National,1AB,6.Grd 6-13,3.Mixed,Sinhala/English,7.1469791,80.7820559
123,VICTORIA NATIONAL SCHOOL,RAJAMAWATHA ADIKARIGAMA,"VICTORIA NATIONAL SCHOOL, RAJAMAWATHA ADIKARIGAMA, Sri Lanka",Central,https://cpedu.lk/,Nuwara Eliya,Hanguranketha,Udahewaheta,National,1AB,6.Grd 6-13,3.Mixed,Sinhala/English,7.2132113,80.7800648
124,JAYAHELA NATIONAL SCHOOL,PUNDALUOYA,"JAYAHELA NATIONAL SCHOOL, PUNDALUOYA, Sri Lanka",Central,https://cpedu.lk/,Nuwara Eliya,Kotmale,Kotmale,National,1AB,6.Grd 6-13,3.Mixed,Sinhala,7.0151,80.6697
125,GAMINI DISSANAYAKE N.S.,"NEW TOWN, KOTMALE","GAMINI DISSANAYAKE N.S., NEW TOWN, KOTMALE, Sri Lanka",Central,https://cpedu.lk/,Nuwara Eliya,Kotmale,Kotmale,National,1AB,6.Grd 6-13,3.Mixed,Sinhala/English,7.0619,80.681
126,AL-MINHAJ N.S.,"HAPUGASTHALAWA, NAWALAPITIYA","AL-MINHAJ N.S., HAPUGASTHALAWA, NAWALAPITIYA, Sri Lanka",Central,https://cpedu.lk/,Nuwara Eliya,Kotmale,Kotmale,National,1AB,6.Grd 6-13,3.Mixed,Tamil,7.0644288,80.5733557
127,NUWARA ELIYA GAMINI CENTRAL COLLEGE,NUWARA ELIYA,"NUWARA ELIYA GAMINI CENTRAL COLLEGE, NUWARA ELIYA, Sri Lanka",Central,https://cpedu.lk/,Nuwara Eliya,Nuwara Eliya,Nuwara Eliya,National,1AB,6.Grd 6-13,3.Mixed,Sinhala/English,6.98001,80.76864
128,SRI SUMANGALA NC,NILDANDAHINNA,"SRI SUMANGALA NC, NILDANDAHINNA, Sri Lanka",Central,https://cpedu.lk/,Nuwara Eliya,Walapane,Walapane,National,1AB,6.Grd 6-13,3.Mixed,Sinhala/English,7.0826055,80.8949099
129,AMBALANGODA SRI DEVANANDA COLLEGE,AMBALANGODA,"AMBALANGODA SRI DEVANANDA COLLEGE, AMBALANGODA, Sri Lanka",Southern,https://www.edumin.sp.gov.lk/,Galle,Ambalangoda,Ambalangoda,National,1AB,4.Grd 1-13,3.Mixed,Sinhala/English,6.2351868,80.0544982
130,AMBALANGODA DHARMASHOKA COLLEGE,AMBALANGODA,"AMBALANGODA DHARMASHOKA COLLEGE, AMBALANGODA, Sri Lanka",Southern,https://www.edumin.sp.gov.lk/,Galle,Ambalangoda,Ambalangoda,National,1AB,4.Grd 1-13,3.Mixed,Sinhala/English,6.2351868,80.0544982
131,BALAPITIYA REWATHA NATIONAL COLLEGE,"SIR LALITHA RAJAPAKSHA MAWATHA, BALAPITIYA","BALAPITIYA REWATHA NATIONAL COLLEGE, SIR LALITHA RAJAPAKSHA MAWATHA, BALAPITIYA, Sri Lanka",Southern,https://www.edumin.sp.gov.lk/,Galle,Ambalangoda,Balapitiya,National,1AB,4.Grd 1-13,3.Mixed,Sinhala,6.312983395,80.03376147
132,RATHGAMA DEVAPATHIRAJA COLLEGE,RATHGAMA,"RATHGAMA DEVAPATHIRAJA COLLEGE, RATHGAMA, Sri Lanka",Southern,https://www.edumin.sp.gov.lk/,Galle,Ambalangoda,Hikkaduwa,National,1AB,6.Grd 6-13,3.Mixed,Sinhala,6.7259518,80.485729
133,SRI SUMANGALA M.M.V.,"NALAGASDENIYA, HIKKADUWA","SRI SUMANGALA M.M.V., NALAGASDENIYA, HIKKADUWA, Sri Lanka",Southern,https://www.edumin.sp.gov.lk/,Galle,Ambalangoda,Hikkaduwa,National,1AB,6.Grd 6-13,3.Mixed,Sinhala/English,6.1375308,80.1162876
134,BENTHOTA GAMINI M.M.V,BENTHOTA,"BENTHOTA GAMINI M.M.V, BENTHOTA, Sri Lanka",Southern,https://www.edumin.sp.gov.lk/,Galle,Elpitiya,Bentota,National,1AB,4.Grd 1-13,3.Mixed,Sinhala,6.4222354,79.9980046
135,ELPITIYA ANANDA M.V.,ELPITIYA,"ELPITIYA ANANDA M.V., ELPITIYA, Sri Lanka",Southern,https://www.edumin.sp.gov.lk/,Galle,Elpitiya,Elpitiya,National,1AB,6.Grd 6-13,3.Mixed,Sinhala/English,6.2904552,80.1627506
136,KARANDENIYA CENTRAL COLLEGE,KARANDENIYA,"KARANDENIYA CENTRAL COLLEGE, KARANDENIYA, Sri Lanka",Southern,https://www.edumin.sp.gov.lk/,Galle,Elpitiya,Karandeniya,National,1AB,6.Grd 6-13,3.Mixed,Sinhala/English,7.36667,80.63333
137,UPANANDA VIDYALAYA,MANAWILA WALAHANDUWA,"UPANANDA VIDYALAYA, MANAWILA WALAHANDUWA, Sri Lanka",Southern,https://www.edumin.sp.gov.lk/,Galle,Galle,Akmeemana,National,1AB,4.Grd 1-13,3.Mixed,Sinhala/English,6.0517941,80.2578352
138,MEEPAWALA AMARASURIYA COLLEGE,"MEEPAWALA, PODDALA","MEEPAWALA AMARASURIYA COLLEGE, MEEPAWALA, PODDALA, Sri Lanka",Southern,https://www.edumin.sp.gov.lk/,Galle,Galle,Akmeemana,National,1AB,4.Grd 1-13,3.Mixed,Sinhala/English,6.1106507,80.2171016
139,LABUDUWA SIRIDHAMMA COLLEGE,"LABUDUWA,  AKMEEMANA","LABUDUWA SIRIDHAMMA COLLEGE, LABUDUWA,  AKMEEMANA, Sri Lanka",Southern,https://www.edumin.sp.gov.lk/,Galle,Galle,Akmeemana,National,1AB,4.Grd 1-13,3.Mixed,Sinhala/English,6.0783401,80.2483588
140,BADDEGAMA CHRIST CHURCH BOY'S COLLEGE,BADDEGAMA,"BADDEGAMA CHRIST CHURCH BOY'S COLLEGE, BADDEGAMA, Sri Lanka",Southern,https://www.edumin.sp.gov.lk/,Galle,Galle,Baddegama,National,1AB,4.Grd 1-13,1.Boys,Sinhala,6.1658309,80.2044474
141,BADDEGAMA CHRIST CHURCH GIRLS' COLLEGE,BADDEGAMA,"BADDEGAMA CHRIST CHURCH GIRLS' COLLEGE, BADDEGAMA, Sri Lanka",Southern,https://www.edumin.sp.gov.lk/,Galle,Galle,Baddegama,National,1AB,4.Grd 1-13,2.Girls,Sinhala/English,6.1658309,80.2044474
142,WANDURAMBA CENTRAL COLLEGE,WANDURAMBA,"WANDURAMBA CENTRAL COLLEGE, WANDURAMBA, Sri Lanka",Southern,https://www.edumin.sp.gov.lk/,Galle,Galle,Baddegama,National,1AB,4.Grd 1-13,3.Mixed,Sinhala/English,6.1381254,80.2571457
143,GALLE MAHINDA COLLEGE,WOODWARD MAWATHA GALLE,"GALLE MAHINDA COLLEGE, WOODWARD MAWATHA GALLE, Sri Lanka",Southern,https://www.edumin.sp.gov.lk/,Galle,Galle,Galle,National,1AB,4.Grd 1-13,1.Boys,Sinhala/English,6.0335598,80.2139148
144,GALLE RICHMOND COLLEGE,"RICHMOND HILL, GALLE","GALLE RICHMOND COLLEGE, RICHMOND HILL, GALLE, Sri Lanka",Southern,https://www.edumin.sp.gov.lk/,Galle,Galle,Galle,National,1AB,4.Grd 1-13,1.Boys,Sinhala/English,6.050650662,80.20397258
145,GALLE ST. ALOYSIUS COLLEGE,KALUWELLA GALLE,"GALLE ST. ALOYSIUS COLLEGE, KALUWELLA GALLE, Sri Lanka",Southern,https://www.edumin.sp.gov.lk/,Galle,Galle,Galle,National,1AB,4.Grd 1-13,1.Boys,Sinhala/English,6.0358089,80.2115539
146,GALLE VIDYALOKA COLLEGE,"WACKWELLA ROAD, GALLE","GALLE VIDYALOKA COLLEGE, WACKWELLA ROAD, GALLE, Sri Lanka",Southern,https://www.edumin.sp.gov.lk/,Galle,Galle,Galle,National,1AB,4.Grd 1-13,1.Boys,Sinhala/English,6.034589,80.216744
147,GALLE RIPPON GIRLS COLLEGE,"RICHMAN HILL, GALLE","GALLE RIPPON GIRLS COLLEGE, RICHMAN HILL, GALLE, Sri Lanka",Southern,https://www.edumin.sp.gov.lk/,Galle,Galle,Galle,National,1AB,4.Grd 1-13,2.Girls,Sinhala/English,6.0335598,80.2139148
148,GALLE SANGHAMITHTHA BALIKA VIDYALAYA,"WACKWELLA ROAD, GALLE","GALLE SANGHAMITHTHA BALIKA VIDYALAYA, WACKWELLA ROAD, GALLE, Sri Lanka",Southern,https://www.edumin.sp.gov.lk/,Galle,Galle,Galle,National,1AB,4.Grd 1-13,2.Girls,Sinhala/English,6.0335598,80.2139148
149,GALLE SOUTHLAND COLLEGE,FORT -GALLE,"GALLE SOUTHLAND COLLEGE, FORT -GALLE, Sri Lanka",Southern,https://www.edumin.sp.gov.lk/,Galle,Galle,Galle,National,1AB,4.Grd 1-13,2.Girls,Sinhala/English,6.0273998,80.2167673
150,GALLE MALHARSULHIYA CENTRAL COLLEGE,"H.K.EDMOND MAWATHA, GALLE","GALLE MALHARSULHIYA CENTRAL COLLEGE, H.K.EDMOND MAWATHA, GALLE, Sri Lanka",Southern,https://www.edumin.sp.gov.lk/,Galle,Galle,Galle,National,1AB,6.Grd 6-13,1.Boys,Sinhala/Tamil,6.0335598,80.2139148
151,GINTOTA ZAHIRA COLLEGE (N.S.),"KURUDWATTA, GINTOTA","GINTOTA ZAHIRA COLLEGE (N.S.), KURUDWATTA, GINTOTA, Sri Lanka",Southern,https://www.edumin.sp.gov.lk/,Galle,Galle,Galle,National,1C,4.Grd 1-13,3.Mixed,Tamil/English,6.0559,80.1774
152,BUONAVISTA COLLEGE,UNAWATUNA GALLE,"BUONAVISTA COLLEGE, UNAWATUNA GALLE, Sri Lanka",Southern,https://www.edumin.sp.gov.lk/,Galle,Galle,Habaraduwa,National,1AB,4.Grd 1-13,3.Mixed,Sinhala/English,6.0212,80.2503
153,KATHALUWA CENTRAL COLLEGE,"KATHALUWA, AHANGAMA","KATHALUWA CENTRAL COLLEGE, KATHALUWA, AHANGAMA, Sri Lanka",Southern,https://www.edumin.sp.gov.lk/,Galle,Galle,Habaraduwa,National,1AB,6.Grd 6-13,3.Mixed,Sinhala,5.9893541,80.3511644
154,BATEMULLA NATIONAL SCHOOL,IMADUWA,"BATEMULLA NATIONAL SCHOOL, IMADUWA, Sri Lanka",Southern,https://www.edumin.sp.gov.lk/,Galle,Galle,Habaraduwa,National,1AB,6.Grd 6-13,3.Mixed,Sinhala/English,6.0311,80.3784
155,NAGODA ROYAL NATIONAL SCHOOL,NAGODA,"NAGODA ROYAL NATIONAL SCHOOL, NAGODA, Sri Lanka",Southern,https://www.edumin.sp.gov.lk/,Galle,Udugama,Mapalagama,National,1AB,6.Grd 6-13,3.Mixed,Sinhala,6.1963258,80.2756662
156,THAWALAMA VIDYARAJA NATIONAL SCHOOL,THAWALAMA,"THAWALAMA VIDYARAJA NATIONAL SCHOOL, THAWALAMA, Sri Lanka",Southern,https://www.edumin.sp.gov.lk/,Galle,Udugama,Thawalama,National,1AB,6.Grd 6-13,3.Mixed,Sinhala,6.3253292,80.3497601
157,NELUWA NATIONAL SCHOOL,NELUWA,"NELUWA NATIONAL SCHOOL, NELUWA, Sri Lanka",Southern,https://www.edumin.sp.gov.lk/,Galle,Udugama,Thawalama,National,1AB,6.Grd 6-13,3.Mixed,Sinhala/English,6.3778937,80.3604483
158,AKURESSA GODAPITIYA NATIONAL SCHOOL,"MATARA ROAD, AKURESSA","AKURESSA GODAPITIYA NATIONAL SCHOOL, MATARA ROAD, AKURESSA, Sri Lanka",Southern,https://www.edumin.sp.gov.lk/,Matara,Akuressa,Akuressa,National,1AB,6.Grd 6-13,3.Mixed,Sinhala/English,6.0995917,80.4777216
159,THELIJJAWILA CENTRAL COLLEGE,THELIJJAWILA,"THELIJJAWILA CENTRAL COLLEGE, THELIJJAWILA, Sri Lanka",Southern,https://www.edumin.sp.gov.lk/,Matara,Akuressa,Malimboda,National,1AB,6.Grd 6-13,3.Mixed,Sinhala/English,6.0215,80.49309
160,DEVINUWARA CENTRAL COLLEGE,DEVINUWARA,"DEVINUWARA CENTRAL COLLEGE, DEVINUWARA, Sri Lanka",Southern,https://www.edumin.sp.gov.lk/,Matara,Matara,Devinuwara,National,1AB,4.Grd 1-13,3.Mixed,Sinhala/English,5.9332041,80.5878442
161,DICKWELLA VIJITHA CENTRAL COLLEGE,"MAHAWELA ROAD, DICKWELLA","DICKWELLA VIJITHA CENTRAL COLLEGE, MAHAWELA ROAD, DICKWELLA, Sri Lanka",Southern,https://www.edumin.sp.gov.lk/,Matara,Matara,Dikwella,National,1AB,4.Grd 1-13,3.Mixed,Sinhala/English,5.985857,80.7083911
162,DICKWELLA MINHATH N.S.,"SANDIS ROAD, DICKWELLA","DICKWELLA MINHATH N.S., SANDIS ROAD, DICKWELLA, Sri Lanka",Southern,https://www.edumin.sp.gov.lk/,Matara,Matara,Dikwella,National,1AB,4.Grd 1-13,3.Mixed,Tamil,5.985857,80.7083911
163,MATARA RAHULA COLLEGE,MATARA,"MATARA RAHULA COLLEGE, MATARA, Sri Lanka",Southern,https://www.edumin.sp.gov.lk/,Matara,Matara,Matara,National,1AB,4.Grd 1-13,1.Boys,Sinhala/English,5.952092,80.532231
164,MATARA ST. THOMAS BOYS COLLEGE,"KUMARATHUNGA MAWATHA, MATARA","MATARA ST. THOMAS BOYS COLLEGE, KUMARATHUNGA MAWATHA, MATARA, Sri Lanka",Southern,https://www.edumin.sp.gov.lk/,Matara,Matara,Matara,National,1AB,4.Grd 1-13,1.Boys,Sinhala/English,5.947882,80.543852
165,MATARA ST. SERVETIOUS COLLEGE,"KOTUWEGODA, MATARA","MATARA ST. SERVETIOUS COLLEGE, KOTUWEGODA, MATARA, Sri Lanka",Southern,https://www.edumin.sp.gov.lk/,Matara,Matara,Matara,National,1AB,4.Grd 1-13,1.Boys,Sinhala/English,5.95,80.55
166,MATARA SUJATHA VIDYALAYA,MATARA,"MATARA SUJATHA VIDYALAYA, MATARA, Sri Lanka",Southern,https://www.edumin.sp.gov.lk/,Matara,Matara,Matara,National,1AB,4.Grd 1-13,2.Girls,Sinhala/English,8.11667,79.98333
167,MATARA ST.THOMAS GIRL'S HIGH SCH0OL,"WALPOLA, MATARA","MATARA ST.THOMAS GIRL'S HIGH SCH0OL, WALPOLA, MATARA, Sri Lanka",Southern,https://www.edumin.sp.gov.lk/,Matara,Matara,Matara,National,1AB,6.Grd 6-13,2.Girls,Sinhala/English,5.953691,80.548596
168,MATARA CENTRAL COLLEGE,"RAHULA ROAD, MATARA","MATARA CENTRAL COLLEGE, RAHULA ROAD, MATARA, Sri Lanka",Southern,https://www.edumin.sp.gov.lk/,Matara,Matara,Matara,National,1AB,6.Grd 6-13,3.Mixed,Sinhala/English,5.953293,80.544346
169,MATARA MAHINDA RAJAPAKSHA COLLEGE,"SARASAVI UYANA, MATARA","MATARA MAHINDA RAJAPAKSHA COLLEGE, SARASAVI UYANA, MATARA, Sri Lanka",Southern,https://www.edumin.sp.gov.lk/,Matara,Matara,Matara,National,1AB,6.Grd 6-13,3.Mixed,Sinhala/English,6.142658662,80.54002282
170,WELIGAMA SIDDARTHA COLLEGE,"HETTIWEDIYA, WELIGAMA","WELIGAMA SIDDARTHA COLLEGE, HETTIWEDIYA, WELIGAMA, Sri Lanka",Southern,https://www.edumin.sp.gov.lk/,Matara,Matara,Weligama,National,1AB,6.Grd 6-13,1.Boys,Sinhala/English,5.971799,80.4178837
171,WELIGAMA SRI SUMANGALA BALIKA VIDYALAYA,WELIGAMA,"WELIGAMA SRI SUMANGALA BALIKA VIDYALAYA, WELIGAMA, Sri Lanka",Southern,https://www.edumin.sp.gov.lk/,Matara,Matara,Weligama,National,1AB,6.Grd 6-13,2.Girls,Sinhala/English,6.597812361,79.9566196
172,ARAFA CENTRAL COLLEGE,"GALBOKKA, WELIGAMA","ARAFA CENTRAL COLLEGE, GALBOKKA, WELIGAMA, Sri Lanka",Southern,https://www.edumin.sp.gov.lk/,Matara,Matara,Weligama,National,1AB,6.Grd 6-13,3.Mixed,Tamil,5.98333,80.43333
173,DENIYAYA CENTRAL COLLEGE,DENIYAYA,"DENIYAYA CENTRAL COLLEGE, DENIYAYA, Sri Lanka",Southern,https://www.edumin.sp.gov.lk/,Matara,Morawaka,Kotapola,National,1AB,4.Grd 1-13,3.Mixed,Sinhala/English,6.339756,80.5584825
174,MORAWKA KEERTHI ABEYWICKRAMA NATIONAL SCHOOL,"DENIYAYA RD, MORAWAKA","MORAWKA KEERTHI ABEYWICKRAMA NATIONAL SCHOOL, DENIYAYA RD, MORAWAKA, Sri Lanka",Southern,https://www.edumin.sp.gov.lk/,Matara,Morawaka,Kotapola,National,1AB,6.Grd 6-13,3.Mixed,Sinhala,7.2339872,80.2531847
175,KOTAPOLA N.S.,KOTAPOLA,"KOTAPOLA N.S., KOTAPOLA, Sri Lanka",Southern,https://www.edumin.sp.gov.lk/,Matara,Morawaka,Kotapola,National,1C,4.Grd 1-13,3.Mixed,Sinhala,6.3157637,80.5438211
